T Lat Lon Hsns Ve Vn SNS_GOOD Shassi
1277.9 42.86242343138833 -8.347249007955046 517.2853003131006 3.3202651155838354 -38.99946345638503 1 1
1277.95 42.862405879730005 -8.34724697669743 517.2804900965662 3.3347956969491954 -38.99940732720681 1 1
1278.0 42.86238832809688 -8.347244936550936 517.275446282848 3.342548795295156 -39.000052965277405 1 1
1278.0500000000002 42.86237077617312 -8.34724289166186 517.2701646236196 3.3553413260258576 -39.0002963095178 1 1
1278.1 42.862353224139774 -8.347240838947213 517.2646454244798 3.367191967820511 -39.00058071270696 1 1
1278.15 42.86233567197836 -8.347238778983213 517.2589074992192 3.375351798877568 -39.00130752318375 1 1
1278.2 42.86231811948977 -8.347236714027819 517.2529468834431 3.382295336671235 -39.00221750894292 1 1
1278.25 42.86230056659159 -8.347234644825125 517.2467747618742 3.39023790055306 -39.00298751915022 1 1
1278.3000000000002 42.862283013346776 -8.347232570763959 517.2404178889198 3.3975111668770213 -39.00365212291855 1 1
1278.35 42.8622654598028 -8.347230492253779 517.233898083515 3.4087116941717377 -39.00423410132206 1 1
1278.4 42.86224790599682 -8.347228406891993 517.2271904507478 3.417399312991362 -39.00495357677121 1 1
